codigo;nome;lote;segmento;capital_reais;antes_h1;antes_h2;antes_h3;antes_h4;antes_h5;antes_resumo;depois_h1;depois_h2;depois_h3;depois_h4;depois_h5;depois_resumo;mudou;motivo;id
"W11-5BF";"REGISTRO ESFERA ROSCÁVEL METAL 3/4";"4";"com_giro";"0";"REGISTRO ESFERA ROSCÁVEL METAL 3/4";"";"";"";"";"REGISTRO ESFERA ROSCÁVEL METAL 3/4";"REGISTRO ESFERA";"3/4";"";"";"";"REGISTRO ESFERA › 3/4";"SIM";"Registro + medida";"69bd5ce93e4a61b1922ad760"
"3HY-OH3";"REV. 7,5X15 LINHA SOFT BRANCO (1,00m²/ CX)   #M";"4";"com_giro";"0";"REV. 7,5X15 LINHA SOFT BRANCO (1,00m²/ CX)   #M";"";"";"";"";"REV. 7,5X15 LINHA SOFT BRANCO (1,00m²/ CX)   #M";"REVESTIMENTO";"5X15";"";"";"";"REVESTIMENTO › 5X15";"SIM";"Revestimento + formato";"69bd5d0295c422bee4a2540a"
"J25-VCG";"ROLO DE ESPUMA 15 CM";"4";"com_giro";"0";"ROLO DE ESPUMA 15 CM";"";"";"";"";"ROLO DE ESPUMA 15 CM";"ROLO ESPUMA 15 CM";"AVULSO";"";"";"";"ROLO ESPUMA 15 CM › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5d034af8983815c84d2d"
"4KW-7YB";"TORNEIRA JARDIM/PAREDE PRETO  1/2";"4";"com_giro";"0";"TORNEIRA JARDIM/PAREDE PRETO  1/2";"";"";"";"";"TORNEIRA JARDIM/PAREDE PRETO  1/2";"TORNEIRA P/ JARDIM";"1/2";"";"";"";"TORNEIRA P/ JARDIM › 1/2";"SIM";"Torneira por uso";"69bd64cffa325ae7d0a12e4f"
"2PW-UIM";"TINTA SPRAY METÁLICA - DOURADO";"4";"com_giro";"0";"TINTA SPRAY METÁLICA - DOURADO";"";"";"";"";"TINTA SPRAY METÁLICA - DOURADO";"TINTA SPRAY";"AVULSO";"";"";"";"TINTA SPRAY › AVULSO";"SIM";"Tinta/verniz: produto + volume";"69bd64c087854e4bffcb3666"
"S69-W4Q";"TINTA SPRAY METÁLICA - PRATA";"4";"com_giro";"0";"TINTA SPRAY METÁLICA - PRATA";"";"";"";"";"TINTA SPRAY METÁLICA - PRATA";"TINTA SPRAY";"AVULSO";"";"";"";"TINTA SPRAY › AVULSO";"SIM";"Tinta/verniz: produto + volume";"69bd64c1fe673647f4ad0fcc"
"SVB-HW8";"TORNEIRA PLASTICA TANQUE CURTA 10CM 1/2";"4";"com_giro";"0";"TORNEIRA PLASTICA TANQUE CURTA 10CM 1/2";"";"";"";"";"TORNEIRA PLASTICA TANQUE CURTA 10CM 1/2";"TORNEIRA";"1/2";"";"";"";"TORNEIRA › 1/2";"SIM";"Torneira por uso";"69bd64d2e9eeb82b336cd2e2"
"S24-9LG";"MASSA CORRIDA (BD 4 KG) LUX #G";"4";"com_giro";"0";"MASSA CORRIDA (BD 4 KG) LUX #G";"";"";"";"";"MASSA CORRIDA (BD 4 KG) LUX #G";"MASSA CORRIDA";"4 KG";"";"";"Lux";"MASSA CORRIDA › 4 KG › Lux";"SIM";"Massa/argamassa: produto + apresentação";"69bd5bfe7a356b0b26238868"
"043-5GC";"ROLO DE LA ANTI-RESPINGO 23CM S/CABO ROMA 822-23";"4";"com_giro";"0";"ROLO DE LA ANTI-RESPINGO 23CM S/CABO ROMA 822-23";"";"";"";"";"ROLO DE LA ANTI-RESPINGO 23CM S/CABO ROMA 822-23";"ROLO LA ANTI-RESPINGO 23CM S/CABO";"AVULSO";"";"";"Roma";"ROLO LA ANTI-RESPINGO 23CM S/CABO › AVULSO › Roma";"SIM";"Produto avulso — revisar depois";"69bd5d047d45044d51c1a8bd"
"E6N-9FB";"TINTA SPRAY TEKBOND 350ML - GRAFITE";"4";"com_giro";"0";"TINTA SPRAY TEKBOND 350ML - GRAFITE";"";"";"";"";"TINTA SPRAY TEKBOND 350ML - GRAFITE";"TINTA SPRAY";"350ML";"";"";"Tekbond";"TINTA SPRAY › 350ML › Tekbond";"SIM";"Tinta/verniz: produto + volume";"69bd64c1eb2ceb71cfd3e3d7"
"SXM-3DO";"PLAFON PLASTICO BRANCO";"4";"com_giro";"0";"PLAFON PLASTICO BRANCO";"";"";"";"";"PLAFON PLASTICO BRANCO";"PLAFON PLASTICO BRANCO";"AVULSO";"";"";"";"PLAFON PLASTICO BRANCO › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5cbdbbf12349437b3525"
"67O-V56";"REGISTRO ESFERA PLAST 20MM SOLDAVEL - VEPS120";"4";"com_giro";"0";"REGISTRO ESFERA PLAST 20MM SOLDAVEL - VEPS120";"";"";"";"";"REGISTRO ESFERA PLAST 20MM SOLDAVEL - VEPS120";"REGISTRO ESFERA";"20MM";"";"";"";"REGISTRO ESFERA › 20MM";"SIM";"Registro + medida";"69bd5ce59d2d2cf17a2e97a0"
"POH-R93";"ROLO DE ESPUMA 23 CM";"4";"com_giro";"0";"ROLO DE ESPUMA 23 CM";"";"";"";"";"ROLO DE ESPUMA 23 CM";"ROLO ESPUMA 23 CM";"AVULSO";"";"";"";"ROLO ESPUMA 23 CM › AVULSO";"SIM";"Produto avulso — revisar depois";"69bd5d03189f8a985663d980"
"58D-Z6X";"MASSA CORRIDA (BD 20 KG) LUX #G";"4";"com_giro";"0";"MASSA CORRIDA (BD 20 KG) LUX #G";"";"";"";"";"MASSA CORRIDA (BD 20 KG) LUX #G";"MASSA CORRIDA";"20 KG";"";"";"Lux";"MASSA CORRIDA › 20 KG › Lux";"SIM";"Massa/argamassa: produto + apresentação";"69bd5bfed2ed6cc269017693"
"QYI-7MI";"PERFIL DE PVC F 06M #G";"4";"com_giro";"0";"PERFIL DE PVC F 06M #G";"";"";"";"";"PERFIL DE PVC F 06M #G";"PERFIL PVC F";"06 M";"";"";"";"PERFIL PVC F › 06 M";"SIM";"Perfil PVC + comprimento";"69bd5c038c0c5d3b33cd48b6"
"2F6-DYM";"REV EKP 34X50 DINAMARCA MIX EXT (2.38M2)";"4";"com_giro";"0";"REV EKP 34X50 DINAMARCA MIX EXT (2.38M2)";"";"";"";"";"REV EKP 34X50 DINAMARCA MIX EXT (2.38M2)";"REVESTIMENTO";"34X50";"";"";"";"REVESTIMENTO › 34X50";"SIM";"Revestimento + formato";"69bd5cfd33c9a3ccb19c0067"
